actual_cost,ccg,date,items,quantity,row_id,row_name,setting
1150.27,14L,2018-04-01,225,10197,P84023,SURREY LODGE PRACTICE,4
2429.03,14L,2018-04-01,617,26308,P84024,BOWLAND MEDICAL PRACTICE,4
2301.06,14L,2018-04-01,403,17694,P84025,ST GEORGE'S MEDICAL CENTRE,4
1074.77,14L,2018-04-01,158,6820,P84026,DICKENSON ROAD MEDICAL CENTRE,4
970.6,14L,2018-04-01,252,10485,P84027,WEST POINT MEDICAL CENTRE,4
2183.15,14L,2018-04-01,484,19914,P84028,GORTON MEDICAL CENTRE,4
2673.47,14L,2018-04-01,669,33742,P84029,BENCHILL MEDICAL PRACTICE,4
2393.18,14L,2018-04-01,520,28898,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1543.13,14L,2018-04-01,244,11891,P84032,DRS HANIF & BANNURU,4
143.35,14L,2018-04-01,46,1101,P84033,BEACON MEDICAL CENTRE,4
3024.19,14L,2018-04-01,440,21573,P84034,BARLOW MEDICAL CENTRE,4
4015.08,14L,2018-04-01,526,18333,P84035,BODEY MEDICAL CENTRE,4
1049.14,14L,2018-04-01,258,12380,P84037,DR CUNNINGHAM & PARTNERS,4
2352.71,14L,2018-04-01,371,17851,P84038,ASHVILLE SURGERY,4
1212.88,14L,2018-04-01,230,11457,P84039,THE RANGE MEDICAL CENTRE,4
897.62,14L,2018-04-01,300,11982,P84040,CONRAN MEDICAL CENTRE,4
1812.48,14L,2018-04-01,264,12991,P84041,CORNERSTONE FAMILY PRACTICE,4
1554.55,14L,2018-04-01,337,16715,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
2674.84,14L,2018-04-01,384,17669,P84043,CORNISHWAY GROUP PRACTICE,4
1751.94,14L,2018-04-01,297,11406,P84045,THE PARK MEDICAL CENTRE,4
2446.04,14L,2018-04-01,420,20180,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1759.15,14L,2018-04-01,285,9862,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1612.78,14L,2018-04-01,391,15602,P84048,TREGENNA GROUP PRACTICE,4
2613.78,14L,2018-04-01,682,29985,P84049,THE AVENUE MEDICAL CENTRE,4
761.8,14L,2018-04-01,261,11784,P84050,MOUNT ROAD SURGERY,4
839.07,14L,2018-04-01,216,8880,P84051,EASTLANDS MEDICAL CENTRE,4
1226.52,14L,2018-04-01,328,15779,P84052,WEST GORTON MEDICAL PRACTICE,4
1059.47,14L,2018-04-01,292,14646,P84053,ASHCROFT SURGERY,4
1360.6,14L,2018-04-01,387,13418,P84054,WHITLEY ROAD MEDICAL CENTRE,4
708.76,14L,2018-04-01,138,5088,P84055,MERSEYBANK SURGERY,4
1125.73,14L,2018-04-01,201,8843,P84056,PRINCESS ROAD SURGERY,4
1206.53,14L,2018-04-01,274,12813,P84059,LIME SQUARE MEDICAL CENTRE,4
909.82,14L,2018-04-01,225,10614,P84061,BROOKLANDS MEDICAL PRACTICE,4
614.23,14L,2018-04-01,130,5164,P84062,BROOKDALE SURGERY,4
637.18,14L,2018-04-01,177,7422,P84064,NEW ISLINGTON MEDICAL CENTRE,4
583.26,14L,2018-04-01,164,8722,P84065,THE SINGH MEDICAL PRACTICE,4
916.18,14L,2018-04-01,206,8633,P84066,DAVID MEDICAL CENTRE,4
1470.71,14L,2018-04-01,342,14939,P84067,HAZELDENE MEDICAL CENTRE,4
1916.54,14L,2018-04-01,427,20317,P84068,CHORLTON FAMILY PRACTICE,4
899.97,14L,2018-04-01,244,11951,P84070,NEWTON HEATH MEDICAL CENTRE,4
754.52,14L,2018-04-01,218,7493,P84071,WILBRAHAM SURGERY,4
2442.96,14L,2018-04-01,432,20438,P84072,THE ROBERT DARBISHIRE PRACTICE,4
4709.17,14L,2018-04-01,397,21605,P84074,WELLFIELD MEDICAL CENTRE,4
235.27,14L,2018-04-01,81,4082,P84605,FERNCLOUGH SURGERY,4
632.05,14L,2018-04-01,222,11520,P84611,"DR CHIU, KOH AND GAN",4
1559.23,14L,2018-04-01,178,8751,P84616,MANCHESTER MEDICAL,4
555.93,14L,2018-04-01,144,6259,P84626,WILMSLOW ROAD SURGERY,4
1588.18,14L,2018-04-01,322,14314,P84630,THE ARCH MEDICAL PRACTICE,4
439.86,14L,2018-04-01,79,2867,P84631,ARTANE MEDICAL CENTRE,4
464.52,14L,2018-04-01,132,6145,P84635,THE WHITSWOOD PRACTICE,4
860.67,14L,2018-04-01,113,5842,P84637,DR KHAN'S PRACTICE,4
1387.11,14L,2018-04-01,386,16000,P84639,FALLOWFIELD MEDICAL CENTRE,4
419.25,14L,2018-04-01,138,7293,P84640,QUEENS MEDICAL CENTRE,4
1309.15,14L,2018-04-01,179,10276,P84644,PARKSIDE SURGERY,4
880.58,14L,2018-04-01,219,11943,P84645,PARK VIEW MEDICAL CENTRE,4
1097.8,14L,2018-04-01,176,6900,P84650,THE ALEXANDRA PRACTICE,4
795.4,14L,2018-04-01,190,11593,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
908.57,14L,2018-04-01,193,10267,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
955.42,14L,2018-04-01,205,8555,P84663,THE NEVILLE FAMILY CENTRE,4
118.97,14L,2018-04-01,62,1743,P84665,AL-SHIFA MEDICAL CENTRE,4
1432.06,14L,2018-04-01,324,15096,P84669,CORNBROOK MEDICAL PRACTICE,4
462.11,14L,2018-04-01,179,6923,P84672,WOODLANDS MEDICAL PRACTICE,4
1520.13,14L,2018-04-01,375,12407,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
2468.67,14L,2018-04-01,572,26650,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
213.31,14L,2018-04-01,63,2669,P84679,WILLOWBANK SURGERY,4
1099.95,14L,2018-04-01,122,6606,P84682,BURNAGE HEALTHCARE PRACTICE,4
626.24,14L,2018-04-01,157,5545,P84683,THE DOC'S SURGERY,4
523.15,14L,2018-04-01,128,5061,P84684,JOLLY MEDICAL CENTRE,4
601.75,14L,2018-04-01,177,9737,P84689,LONGSIGHT MEDICAL PRACTICE,4
463.96,14L,2018-04-01,135,4789,P84690,DAM HEAD MEDICAL CENTRE,4
1.1,14L,2018-04-01,1,100,P84696,COMMUNITY PAEDIATRICIANS,9
1864.49,14L,2018-04-01,557,22426,Y00707,PCEC,1
503.84,14L,2018-04-01,90,4141,Y01695,MP VICTORIA MILL,4
357.61,14L,2018-04-01,29,726,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
906.91,14L,2018-04-01,172,9368,Y02325,CHARLESTOWN MD,4
457.22,14L,2018-04-01,56,6428,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
664.09,14L,2018-04-01,139,9406,Y02520,SIMPSON MEDICAL PRACTICE,4
2210.74,14L,2018-04-01,475,29967,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
3367.3,14L,2018-04-01,1110,40621,Y02849,CITY HEALTH CENTRE,4
3439.77,14L,2018-04-01,429,23263,Y02890,HAWTHORN MC,4
751.41,14L,2018-04-01,193,9376,Y02960,NEW BANK HEALTH,4
2.25,14L,2018-04-01,1,14,Y03328,TURNING POINT SMITHFIELD SERVICE,9
10.63,14L,2018-04-01,2,42,Y04084,PAHNT COMMUNITY SERVICES,9
0.74,14L,2018-04-01,1,21,Y04086,MFT ADULT COMMUNITY SERVICES,9
46.69,14L,2018-04-01,13,521,Y04380,CRISIS RESPONSE TEAM,9
505.07,14L,2018-04-01,168,8677,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
4.12,14L,2018-04-01,5,69,Y04584,INTERMEDIATE CARE (THE PEELE),0
417.06,14L,2018-04-01,123,4633,Y04605,SMGPF,9
5.18,14L,2018-04-01,5,84,Y04983,NORTHERN HEALTH HUB 1,0
9.42,14L,2018-04-01,5,244,Y05072,NORTHERN HEALTH GPPO HUB 4,0
543.8,14L,2018-04-01,153,8323,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
1.04,14L,2018-04-01,1,28,Y05947,NORTHERN HEALTH GPPO - JOLLY HIPC,0
1819.4,14L,2018-05-01,461,20545,P84004,FIVE OAKS FAMILIY PRACTICE,4
572.86,14L,2018-05-01,87,4057,P84005,THE VALLANCE CENTRE,4
1487.32,14L,2018-05-01,326,15406,P84009,AILSA CRAIG MEDICAL CENTRE,4
3492.74,14L,2018-05-01,431,19828,P84010,THE BORCHARDT MEDICAL CENTRE,4
2358.05,14L,2018-05-01,497,20570,P84012,NORTHENDEN GROUP PRACTICE,4
983.75,14L,2018-05-01,319,15964,P84014,RK MEDICAL PRACTICE,4
1227.23,14L,2018-05-01,321,15433,P84016,LEVENSHULME MEDICAL PRACTICE,4
1348.34,14L,2018-05-01,348,14772,P84017,LADYBARN GROUP PRACTICE,4
744.4,14L,2018-05-01,172,6795,P84018,MAULDETH MEDICAL CENTRE,4
2330.11,14L,2018-05-01,549,25353,P84019,VALENTINE MEDICAL CENTRE,4
1554.78,14L,2018-05-01,406,17463,P84020,PEEL HALL MEDICAL CENTRE,4
1609.97,14L,2018-05-01,396,16110,P84021,THE MAPLES MEDICAL CENTRE,4
633.84,14L,2018-05-01,209,8629,P84022,KINGSWAY MEDICAL PRACTICE,4
728.22,14L,2018-05-01,179,9158,P84023,SURREY LODGE PRACTICE,4
1955.18,14L,2018-05-01,553,24614,P84024,BOWLAND MEDICAL PRACTICE,4
3146.64,14L,2018-05-01,456,21423,P84025,ST GEORGE'S MEDICAL CENTRE,4
530.25,14L,2018-05-01,159,7203,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1004.78,14L,2018-05-01,253,10575,P84027,WEST POINT MEDICAL CENTRE,4
1902.51,14L,2018-05-01,490,19264,P84028,GORTON MEDICAL CENTRE,4
2361.42,14L,2018-05-01,652,32466,P84029,BENCHILL MEDICAL PRACTICE,4
2502.18,14L,2018-05-01,540,31311,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1344.66,14L,2018-05-01,276,14001,P84032,DRS HANIF & BANNURU,4
142.52,14L,2018-05-01,44,1611,P84033,BEACON MEDICAL CENTRE,4
3648.22,14L,2018-05-01,467,20946,P84034,BARLOW MEDICAL CENTRE,4
2256.19,14L,2018-05-01,568,20129,P84035,BODEY MEDICAL CENTRE,4
1029.13,14L,2018-05-01,269,13904,P84037,DR CUNNINGHAM & PARTNERS,4
1393.75,14L,2018-05-01,309,16426,P84038,ASHVILLE SURGERY,4
1346.23,14L,2018-05-01,226,9714,P84039,THE RANGE MEDICAL CENTRE,4
1014.39,14L,2018-05-01,334,13489,P84040,CONRAN MEDICAL CENTRE,4
1947.11,14L,2018-05-01,300,14446,P84041,CORNERSTONE FAMILY PRACTICE,4
2085.39,14L,2018-05-01,333,16690,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
1832.84,14L,2018-05-01,387,18537,P84043,CORNISHWAY GROUP PRACTICE,4
1682.21,14L,2018-05-01,307,12725,P84045,THE PARK MEDICAL CENTRE,4
2468.95,14L,2018-05-01,457,27669,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1340.13,14L,2018-05-01,295,10319,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1253.58,14L,2018-05-01,346,13769,P84048,TREGENNA GROUP PRACTICE,4
3063.87,14L,2018-05-01,672,32317,P84049,THE AVENUE MEDICAL CENTRE,4
805.66,14L,2018-05-01,237,11398,P84050,MOUNT ROAD SURGERY,4
1186.52,14L,2018-05-01,217,8597,P84051,EASTLANDS MEDICAL CENTRE,4
1372.19,14L,2018-05-01,355,16394,P84052,WEST GORTON MEDICAL PRACTICE,4
1299.41,14L,2018-05-01,322,14210,P84053,ASHCROFT SURGERY,4
1400.37,14L,2018-05-01,336,13336,P84054,WHITLEY ROAD MEDICAL CENTRE,4
630.07,14L,2018-05-01,138,6546,P84055,MERSEYBANK SURGERY,4
1157.84,14L,2018-05-01,202,8737,P84056,PRINCESS ROAD SURGERY,4
1611.77,14L,2018-05-01,311,15263,P84059,LIME SQUARE MEDICAL CENTRE,4
1864.63,14L,2018-05-01,289,12078,P84061,BROOKLANDS MEDICAL PRACTICE,4
521.47,14L,2018-05-01,123,4357,P84062,BROOKDALE SURGERY,4
2016.22,14L,2018-05-01,186,8224,P84064,NEW ISLINGTON MEDICAL CENTRE,4
584.14,14L,2018-05-01,153,7642,P84065,THE SINGH MEDICAL PRACTICE,4
1217.3,14L,2018-05-01,207,10256,P84066,DAVID MEDICAL CENTRE,4
1939.44,14L,2018-05-01,329,16376,P84067,HAZELDENE MEDICAL CENTRE,4
1736.28,14L,2018-05-01,378,18100,P84068,CHORLTON FAMILY PRACTICE,4
810.92,14L,2018-05-01,269,12365,P84070,NEWTON HEATH MEDICAL CENTRE,4
728.44,14L,2018-05-01,210,8369,P84071,WILBRAHAM SURGERY,4
2015.1,14L,2018-05-01,444,20904,P84072,THE ROBERT DARBISHIRE PRACTICE,4
2738.56,14L,2018-05-01,384,22120,P84074,WELLFIELD MEDICAL CENTRE,4
206.48,14L,2018-05-01,69,3375,P84605,FERNCLOUGH SURGERY,4
716.18,14L,2018-05-01,179,9183,P84611,"DR CHIU, KOH AND GAN",4
1237.66,14L,2018-05-01,176,10571,P84616,MANCHESTER MEDICAL,4
303.86,14L,2018-05-01,114,4634,P84626,WILMSLOW ROAD SURGERY,4
1944.41,14L,2018-05-01,322,13816,P84630,THE ARCH MEDICAL PRACTICE,4
60.05,14L,2018-05-01,30,1378,P84631,ARTANE MEDICAL CENTRE,4
436.19,14L,2018-05-01,117,6265,P84635,THE WHITSWOOD PRACTICE,4
761.35,14L,2018-05-01,129,8247,P84637,DR KHAN'S PRACTICE,4
1015.06,14L,2018-05-01,311,12005,P84639,FALLOWFIELD MEDICAL CENTRE,4
433.18,14L,2018-05-01,124,6868,P84640,QUEENS MEDICAL CENTRE,4
717.71,14L,2018-05-01,184,11131,P84644,PARKSIDE SURGERY,4
814.09,14L,2018-05-01,246,12521,P84645,PARK VIEW MEDICAL CENTRE,4
1583.66,14L,2018-05-01,159,8140,P84650,THE ALEXANDRA PRACTICE,4
903.77,14L,2018-05-01,214,12612,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
924.09,14L,2018-05-01,205,9385,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
1776.42,14L,2018-05-01,216,8707,P84663,THE NEVILLE FAMILY CENTRE,4
110.55,14L,2018-05-01,66,2992,P84665,AL-SHIFA MEDICAL CENTRE,4
1742.16,14L,2018-05-01,314,15438,P84669,CORNBROOK MEDICAL PRACTICE,4
424.43,14L,2018-05-01,144,6593,P84672,WOODLANDS MEDICAL PRACTICE,4
1742.29,14L,2018-05-01,377,13148,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
1887.15,14L,2018-05-01,480,22626,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
209.04,14L,2018-05-01,73,3275,P84679,WILLOWBANK SURGERY,4
500.82,14L,2018-05-01,103,4973,P84682,BURNAGE HEALTHCARE PRACTICE,4
1140.52,14L,2018-05-01,160,6354,P84683,THE DOC'S SURGERY,4
536.88,14L,2018-05-01,119,5222,P84684,JOLLY MEDICAL CENTRE,4
883.46,14L,2018-05-01,212,12758,P84689,LONGSIGHT MEDICAL PRACTICE,4
561.46,14L,2018-05-01,173,4840,P84690,DAM HEAD MEDICAL CENTRE,4
1.16,14L,2018-05-01,1,100,P84696,COMMUNITY PAEDIATRICIANS,9
1991.28,14L,2018-05-01,538,21601,Y00707,PCEC,1
1.82,14L,2018-05-01,1,14,Y01249,BUCCLEUCH LODGE ICF,0
467.41,14L,2018-05-01,105,5791,Y01695,MP VICTORIA MILL,4
11.13,14L,2018-05-01,5,97,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
3033.08,14L,2018-05-01,194,11137,Y02325,CHARLESTOWN MD,4
2277.58,14L,2018-05-01,66,9681,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
850.44,14L,2018-05-01,146,8850,Y02520,SIMPSON MEDICAL PRACTICE,4
2403.2,14L,2018-05-01,555,37102,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
3934.05,14L,2018-05-01,1244,44110,Y02849,CITY HEALTH CENTRE,4
1466.41,14L,2018-05-01,425,23120,Y02890,HAWTHORN MC,4
642.82,14L,2018-05-01,195,9432,Y02960,NEW BANK HEALTH,4
30.84,14L,2018-05-01,7,448,Y04084,PAHNT COMMUNITY SERVICES,9
0.49,14L,2018-05-01,1,8,Y04086,MFT ADULT COMMUNITY SERVICES,9
1.81,14L,2018-05-01,1,28,Y04087,UHSM COMMUNITY SERVICES,9
82.57,14L,2018-05-01,15,952,Y04380,CRISIS RESPONSE TEAM,9
488.65,14L,2018-05-01,177,7981,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
24.89,14L,2018-05-01,11,276,Y04584,INTERMEDIATE CARE (THE PEELE),0
388.55,14L,2018-05-01,119,5465,Y04605,SMGPF,9
13.47,14L,2018-05-01,1,28,Y04983,NORTHERN HEALTH HUB 1,0
2.56,14L,2018-05-01,2,110,Y05072,NORTHERN HEALTH GPPO HUB 4,0
479.9,14L,2018-05-01,147,9579,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
1649.61,14L,2018-06-01,408,17606,P84004,FIVE OAKS FAMILIY PRACTICE,4
238.21,14L,2018-06-01,98,3549,P84005,THE VALLANCE CENTRE,4
1278.86,14L,2018-06-01,294,13182,P84009,AILSA CRAIG MEDICAL CENTRE,4
3270.61,14L,2018-06-01,436,18887,P84010,THE BORCHARDT MEDICAL CENTRE,4
2329.11,14L,2018-06-01,459,19016,P84012,NORTHENDEN GROUP PRACTICE,4
1004.23,14L,2018-06-01,313,15175,P84014,RK MEDICAL PRACTICE,4
1512.5,14L,2018-06-01,268,12281,P84016,LEVENSHULME MEDICAL PRACTICE,4
1248.56,14L,2018-06-01,332,14706,P84017,LADYBARN GROUP PRACTICE,4
582.79,14L,2018-06-01,116,4871,P84018,MAULDETH MEDICAL CENTRE,4
1930.85,14L,2018-06-01,481,19532,P84019,VALENTINE MEDICAL CENTRE,4
1839.24,14L,2018-06-01,367,17172,P84020,PEEL HALL MEDICAL CENTRE,4
1872.48,14L,2018-06-01,404,16121,P84021,THE MAPLES MEDICAL CENTRE,4
617.68,14L,2018-06-01,191,8011,P84022,KINGSWAY MEDICAL PRACTICE,4
865.76,14L,2018-06-01,171,10302,P84023,SURREY LODGE PRACTICE,4
2107.0,14L,2018-06-01,516,21701,P84024,BOWLAND MEDICAL PRACTICE,4
2042.66,14L,2018-06-01,377,15679,P84025,ST GEORGE'S MEDICAL CENTRE,4
1546.46,14L,2018-06-01,151,6636,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1023.85,14L,2018-06-01,225,10066,P84027,WEST POINT MEDICAL CENTRE,4
1571.54,14L,2018-06-01,478,20549,P84028,GORTON MEDICAL CENTRE,4
2227.47,14L,2018-06-01,641,27251,P84029,BENCHILL MEDICAL PRACTICE,4
2658.04,14L,2018-06-01,503,25783,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1170.28,14L,2018-06-01,253,10501,P84032,DRS HANIF & BANNURU,4
771.56,14L,2018-06-01,213,6784,P84033,BEACON MEDICAL CENTRE,4
3209.8,14L,2018-06-01,364,18438,P84034,BARLOW MEDICAL CENTRE,4
2208.41,14L,2018-06-01,489,16998,P84035,BODEY MEDICAL CENTRE,4
1267.39,14L,2018-06-01,224,11512,P84037,DR CUNNINGHAM & PARTNERS,4
1915.89,14L,2018-06-01,304,17694,P84038,ASHVILLE SURGERY,4
1029.27,14L,2018-06-01,191,7092,P84039,THE RANGE MEDICAL CENTRE,4
1374.59,14L,2018-06-01,305,13749,P84040,CONRAN MEDICAL CENTRE,4
2251.24,14L,2018-06-01,296,15493,P84041,CORNERSTONE FAMILY PRACTICE,4
1490.35,14L,2018-06-01,315,14116,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
1743.11,14L,2018-06-01,381,16516,P84043,CORNISHWAY GROUP PRACTICE,4
2029.09,14L,2018-06-01,292,12174,P84045,THE PARK MEDICAL CENTRE,4
2079.51,14L,2018-06-01,386,20141,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1275.16,14L,2018-06-01,270,8955,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1490.23,14L,2018-06-01,360,13032,P84048,TREGENNA GROUP PRACTICE,4
3824.1,14L,2018-06-01,639,24185,P84049,THE AVENUE MEDICAL CENTRE,4
876.35,14L,2018-06-01,239,9706,P84050,MOUNT ROAD SURGERY,4
760.53,14L,2018-06-01,208,8754,P84051,EASTLANDS MEDICAL CENTRE,4
1536.19,14L,2018-06-01,309,15417,P84052,WEST GORTON MEDICAL PRACTICE,4
949.25,14L,2018-06-01,292,12735,P84053,ASHCROFT SURGERY,4
1510.26,14L,2018-06-01,304,12279,P84054,WHITLEY ROAD MEDICAL CENTRE,4
840.97,14L,2018-06-01,167,6289,P84055,MERSEYBANK SURGERY,4
1104.84,14L,2018-06-01,157,6290,P84056,PRINCESS ROAD SURGERY,4
1568.62,14L,2018-06-01,314,14382,P84059,LIME SQUARE MEDICAL CENTRE,4
1103.7,14L,2018-06-01,223,8484,P84061,BROOKLANDS MEDICAL PRACTICE,4
513.69,14L,2018-06-01,98,3847,P84062,BROOKDALE SURGERY,4
622.07,14L,2018-06-01,155,6871,P84064,NEW ISLINGTON MEDICAL CENTRE,4
498.95,14L,2018-06-01,122,7065,P84065,THE SINGH MEDICAL PRACTICE,4
591.52,14L,2018-06-01,191,7890,P84066,DAVID MEDICAL CENTRE,4
1767.27,14L,2018-06-01,285,14284,P84067,HAZELDENE MEDICAL CENTRE,4
1925.75,14L,2018-06-01,372,18707,P84068,CHORLTON FAMILY PRACTICE,4
835.76,14L,2018-06-01,255,11582,P84070,NEWTON HEATH MEDICAL CENTRE,4
645.92,14L,2018-06-01,170,6503,P84071,WILBRAHAM SURGERY,4
1634.34,14L,2018-06-01,403,18582,P84072,THE ROBERT DARBISHIRE PRACTICE,4
2714.21,14L,2018-06-01,338,17071,P84074,WELLFIELD MEDICAL CENTRE,4
194.41,14L,2018-06-01,78,3772,P84605,FERNCLOUGH SURGERY,4
857.08,14L,2018-06-01,254,11062,P84611,"DR CHIU, KOH AND GAN",4
997.44,14L,2018-06-01,160,7133,P84616,MANCHESTER MEDICAL,4
429.44,14L,2018-06-01,112,5255,P84626,WILMSLOW ROAD SURGERY,4
2269.68,14L,2018-06-01,301,12768,P84630,THE ARCH MEDICAL PRACTICE,4
342.89,14L,2018-06-01,42,1870,P84631,ARTANE MEDICAL CENTRE,4
491.42,14L,2018-06-01,117,4932,P84635,THE WHITSWOOD PRACTICE,4
717.42,14L,2018-06-01,134,6600,P84637,DR KHAN'S PRACTICE,4
347.75,14L,2018-06-01,141,4672,P84639,FALLOWFIELD MEDICAL CENTRE,4
386.83,14L,2018-06-01,114,5653,P84640,QUEENS MEDICAL CENTRE,4
693.89,14L,2018-06-01,191,8960,P84644,PARKSIDE SURGERY,4
886.04,14L,2018-06-01,233,10966,P84645,PARK VIEW MEDICAL CENTRE,4
1204.17,14L,2018-06-01,164,7069,P84650,THE ALEXANDRA PRACTICE,4
607.98,14L,2018-06-01,191,9962,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
956.36,14L,2018-06-01,199,9230,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
625.85,14L,2018-06-01,166,8089,P84663,THE NEVILLE FAMILY CENTRE,4
101.08,14L,2018-06-01,49,2114,P84665,AL-SHIFA MEDICAL CENTRE,4
1606.57,14L,2018-06-01,281,12843,P84669,CORNBROOK MEDICAL PRACTICE,4
649.09,14L,2018-06-01,160,6112,P84672,WOODLANDS MEDICAL PRACTICE,4
1421.4,14L,2018-06-01,312,10073,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
2210.05,14L,2018-06-01,448,21299,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
289.22,14L,2018-06-01,61,3213,P84679,WILLOWBANK SURGERY,4
681.53,14L,2018-06-01,71,2599,P84682,BURNAGE HEALTHCARE PRACTICE,4
870.78,14L,2018-06-01,127,5254,P84683,THE DOC'S SURGERY,4
844.12,14L,2018-06-01,128,5387,P84684,JOLLY MEDICAL CENTRE,4
545.95,14L,2018-06-01,162,9152,P84689,LONGSIGHT MEDICAL PRACTICE,4
1153.63,14L,2018-06-01,145,4622,P84690,DAM HEAD MEDICAL CENTRE,4
47.3,14L,2018-06-01,3,310,P84696,COMMUNITY PAEDIATRICIANS,9
2217.88,14L,2018-06-01,504,17898,Y00707,PCEC,1
251.73,14L,2018-06-01,79,3160,Y01695,MP VICTORIA MILL,4
117.85,14L,2018-06-01,23,608,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
945.03,14L,2018-06-01,200,11643,Y02325,CHARLESTOWN MD,4
1022.12,14L,2018-06-01,78,9026,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
721.56,14L,2018-06-01,155,9047,Y02520,SIMPSON MEDICAL PRACTICE,4
1802.13,14L,2018-06-01,401,26203,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
3661.15,14L,2018-06-01,1080,38534,Y02849,CITY HEALTH CENTRE,4
1510.9,14L,2018-06-01,431,19710,Y02890,HAWTHORN MC,4
670.25,14L,2018-06-01,180,9849,Y02960,NEW BANK HEALTH,4
34.47,14L,2018-06-01,8,161,Y04084,PAHNT COMMUNITY SERVICES,9
0.74,14L,2018-06-01,1,21,Y04086,MFT ADULT COMMUNITY SERVICES,9
102.89,14L,2018-06-01,11,476,Y04380,CRISIS RESPONSE TEAM,9
431.12,14L,2018-06-01,148,6326,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
0.76,14L,2018-06-01,2,13,Y04584,INTERMEDIATE CARE (THE PEELE),0
360.42,14L,2018-06-01,124,5558,Y04605,SMGPF,9
0.3,14L,2018-06-01,1,6,Y04983,NORTHERN HEALTH HUB 1,0
1.33,14L,2018-06-01,1,56,Y05071,NORTHERN HEALTH GPPO HUB 2,0
526.58,14L,2018-06-01,146,7762,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
1612.74,14L,2018-07-01,423,19708,P84004,FIVE OAKS FAMILIY PRACTICE,4
604.48,14L,2018-07-01,104,4102,P84005,THE VALLANCE CENTRE,4
1415.53,14L,2018-07-01,289,13392,P84009,AILSA CRAIG MEDICAL CENTRE,4
2433.92,14L,2018-07-01,391,15255,P84010,THE BORCHARDT MEDICAL CENTRE,4
1943.79,14L,2018-07-01,447,18691,P84012,NORTHENDEN GROUP PRACTICE,4
980.68,14L,2018-07-01,300,13882,P84014,RK MEDICAL PRACTICE,4
1599.37,14L,2018-07-01,310,14372,P84016,LEVENSHULME MEDICAL PRACTICE,4
1324.41,14L,2018-07-01,352,15446,P84017,LADYBARN GROUP PRACTICE,4
711.72,14L,2018-07-01,104,3852,P84018,MAULDETH MEDICAL CENTRE,4
2600.69,14L,2018-07-01,509,23748,P84019,VALENTINE MEDICAL CENTRE,4
2522.11,14L,2018-07-01,348,13555,P84020,PEEL HALL MEDICAL CENTRE,4
2084.34,14L,2018-07-01,385,18316,P84021,THE MAPLES MEDICAL CENTRE,4
984.36,14L,2018-07-01,202,8194,P84022,KINGSWAY MEDICAL PRACTICE,4
605.93,14L,2018-07-01,195,7928,P84023,SURREY LODGE PRACTICE,4
1768.18,14L,2018-07-01,503,19005,P84024,BOWLAND MEDICAL PRACTICE,4
2173.21,14L,2018-07-01,371,16418,P84025,ST GEORGE'S MEDICAL CENTRE,4
1308.85,14L,2018-07-01,149,8413,P84026,DICKENSON ROAD MEDICAL CENTRE,4
772.0,14L,2018-07-01,205,8327,P84027,WEST POINT MEDICAL CENTRE,4
